LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
46.0,39.0,6.0,20.0,96.0,70.0,20.0,.2,32.0,2.2,4.0,.2,97.0,9.0,.4,91.0,1.0,72.7,51.5,192513.3,1.3,568.0,.0,10695.2,3740.3,.5,19.0,35.0,79.0,.1,250.0,318.0,68.0,28.0,254.0,56.0,111.0,Y
5.0,5.0,3.0,.0,3.0,8.0,3.0,.2,4.0,2.0,3.0,1.0,15.0,1.0,.0,20.0,.0,38.9,12.3,5856.8,.2,93.0,.1,325.4,477.0,.3,2.0,4.0,14.0,.1,26.0,67.0,18.0,17.0,29.0,13.0,20.0,N
9.0,19.0,.0,6.0,6.0,36.0,10.0,.2,18.0,2.0,1.0,.1,38.0,5.0,.4,58.0,3.0,31.0,33.5,34816.7,.4,187.0,.0,1934.3,1038.7,.5,9.0,18.0,30.0,.1,83.0,104.0,26.0,21.0,80.0,17.1,64.0,Y
17.0,29.0,.0,19.0,53.0,50.0,15.0,.2,22.0,2.3,1.0,.1,55.0,9.0,.6,50.0,2.0,50.8,25.3,32401.8,.4,219.0,.0,1800.1,1282.9,.6,14.0,25.0,42.0,.1,89.0,130.0,37.0,21.0,140.0,59.0,69.0,N
1.0,5.0,.0,.0,.0,8.0,3.0,.3,4.0,2.0,1.0,.3,12.0,1.0,.0,12.0,2.0,21.8,10.4,2369.1,.1,51.0,.1,131.6,227.4,.3,2.0,4.0,11.0,.2,25.0,26.0,12.0,10.0,14.0,.0,12.0,N
24.0,33.0,7.0,13.0,55.0,60.0,17.0,.2,28.0,2.1,6.0,.4,79.0,7.0,.4,93.0,1.0,56.0,48.1,129374.5,.9,407.0,.0,7187.5,2692.2,.4,16.0,30.0,64.0,.1,173.0,234.0,63.0,35.0,186.0,42.2,106.0,N
24.0,37.0,6.0,.0,18.0,52.0,19.0,.3,20.0,2.6,13.0,.7,68.0,19.0,1.0,69.0,.0,73.6,37.8,104901.8,.9,422.0,.0,5827.9,2778.9,1.0,16.0,26.0,51.0,.2,151.0,271.0,64.0,32.0,112.0,20.7,69.0,N
4.0,5.0,.0,1.0,.0,8.0,3.0,.2,4.0,2.0,1.0,.3,10.0,3.0,1.0,16.0,2.0,13.7,10.6,1531.0,.1,33.0,.1,85.1,145.0,1.0,2.0,4.0,9.0,.1,13.0,20.0,8.0,13.0,22.0,5.9,17.0,N
5.0,5.0,.0,.0,.0,8.0,3.0,.2,4.0,2.0,1.0,.3,9.0,1.0,.0,20.0,2.0,10.0,14.7,2158.2,.1,36.0,.1,119.9,147.2,.3,2.0,4.0,8.0,.1,16.0,20.0,6.0,11.0,26.0,.0,20.0,N
26.0,28.0,16.0,20.0,119.0,28.0,17.0,.1,12.0,2.3,13.0,.8,72.0,10.0,.6,154.0,1.0,133.4,38.6,198396.4,1.7,695.0,.0,11022.0,5143.6,.6,8.0,14.0,57.0,.1,285.0,410.0,133.0,36.0,320.0,47.4,174.0,N
6.0,31.0,3.0,1.0,19.0,54.0,16.0,.2,24.0,2.3,7.0,.4,61.0,9.0,.5,72.0,6.0,86.2,18.3,28729.0,.5,255.0,.1,1596.1,1573.3,.6,15.0,28.0,47.0,.2,83.0,172.0,50.0,22.0,99.0,21.7,73.0,N
21.0,31.0,10.0,13.0,50.0,34.0,18.0,.1,16.0,2.1,13.0,.7,72.0,1.0,.0,125.0,3.0,77.8,40.3,126046.5,1.0,438.0,.0,7002.6,3131.6,.1,9.0,17.0,56.0,.1,168.0,270.0,96.0,46.0,254.0,33.5,138.0,N
6.0,9.0,2.0,.0,17.0,16.0,5.0,.2,8.0,2.0,2.0,.4,21.0,1.0,.0,29.0,2.0,27.4,20.8,11829.8,.2,111.0,.1,657.2,569.4,.2,4.0,8.0,18.0,.1,44.0,67.0,18.0,17.0,53.0,37.0,29.0,N
8.0,5.0,1.0,1.0,11.0,8.0,3.0,.2,4.0,2.0,1.0,.3,12.0,1.0,.0,18.0,4.0,35.6,12.9,5919.2,.2,91.0,.1,328.8,459.0,.3,2.0,4.0,11.0,.1,35.0,56.0,19.0,14.0,57.0,40.0,19.0,N
17.0,21.0,7.0,.0,8.0,36.0,11.0,.2,16.0,2.3,8.0,.7,53.0,5.0,.4,55.0,4.0,48.9,26.8,35190.2,.4,217.0,.0,1955.0,1311.6,.5,10.0,18.0,44.0,.1,88.0,129.0,41.0,25.0,81.0,12.7,55.0,N
14.0,5.0,2.0,.0,39.0,8.0,3.0,.1,4.0,2.0,1.0,.3,13.0,1.0,.0,47.0,2.0,59.9,15.7,14671.3,.3,150.0,.1,815.1,937.2,.3,2.0,4.0,12.0,.0,82.0,68.0,55.0,21.0,121.0,45.4,47.0,N
10.0,11.0,2.0,2.0,14.0,20.0,6.0,.2,10.0,2.0,2.0,.3,25.0,4.0,.6,32.0,1.0,21.8,22.9,11393.4,.2,95.0,.0,633.0,498.6,.7,5.0,10.0,21.0,.1,37.0,58.0,17.0,21.0,59.0,33.3,34.0,N
2.0,5.0,4.0,.0,2.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,14.0,1.0,.0,21.0,2.0,34.6,8.6,2570.7,.1,62.0,.1,142.8,298.1,.3,2.0,4.0,13.0,.1,23.0,39.0,16.0,12.0,26.0,8.7,21.0,N
4.0,3.0,.0,.0,1.0,4.0,2.0,.1,2.0,2.0,1.0,.5,6.0,1.0,.0,14.0,3.0,12.7,7.9,786.3,.0,24.0,.1,43.7,100.1,.5,1.0,2.0,6.0,.1,10.0,14.0,7.0,11.0,20.0,6.7,14.0,N
6.0,5.0,6.0,.0,6.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,15.0,1.0,.0,21.0,2.0,40.4,11.3,5113.6,.2,86.0,.1,284.1,454.5,.3,2.0,4.0,14.0,.1,36.0,50.0,24.0,15.0,34.0,22.2,21.0,N
9.0,5.0,4.0,.0,11.0,8.0,3.0,.1,4.0,2.0,2.0,.7,16.0,1.0,.0,28.0,1.0,36.6,15.2,8490.4,.2,104.0,.1,471.7,557.2,.3,2.0,4.0,15.0,.1,32.0,72.0,21.0,20.0,49.0,28.2,28.0,Y
2.0,3.0,3.0,.0,9.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,9.0,1.0,.0,18.0,1.0,32.0,11.6,4329.7,.1,72.0,.1,240.5,372.2,.5,1.0,2.0,9.0,.1,26.0,46.0,19.0,17.0,30.0,33.3,18.0,N
3.0,6.0,5.0,2.0,13.0,4.0,4.0,.1,2.0,2.0,4.0,1.0,30.0,1.0,.0,36.0,.0,48.3,17.6,15014.7,.3,156.0,.1,834.2,851.7,.3,1.0,2.0,28.0,.1,56.0,100.0,27.0,17.0,55.0,29.4,38.0,N
22.0,58.0,13.0,12.0,33.0,78.0,32.0,.2,36.0,2.2,20.0,.6,124.0,7.0,.2,160.0,3.0,151.5,22.7,78245.0,1.2,488.0,.0,4346.9,3443.0,.2,21.0,39.0,94.0,.1,163.0,325.0,104.0,29.0,228.0,22.0,172.0,N
10.0,37.0,12.0,.0,62.0,64.0,20.0,.1,32.0,2.0,18.0,.9,95.0,1.0,.0,149.0,.0,171.8,29.6,150305.8,1.7,702.0,.0,8350.3,5081.4,.1,16.0,32.0,77.0,.1,220.0,482.0,119.0,32.0,222.0,29.4,149.0,Y
42.0,141.0,24.0,45.0,339.0,238.0,73.0,.2,106.0,2.3,41.0,.6,303.0,30.0,.4,411.0,7.0,293.7,43.4,553518.6,4.3,1500.0,.0,30751.0,12749.8,.4,66.0,119.0,232.0,.1,568.0,932.0,314.0,48.0,555.0,48.3,456.0,Y
16.0,29.0,5.0,3.0,29.0,54.0,15.0,.1,26.0,2.1,12.0,.8,76.0,3.0,.1,121.0,.0,164.1,23.3,88801.9,1.3,537.0,.0,4933.4,3817.3,.2,14.0,27.0,63.0,.1,221.0,316.0,114.0,24.0,170.0,20.9,124.0,Y
.0,3.0,.0,.0,.0,4.0,2.0,.2,2.0,2.0,1.0,.5,6.0,1.0,.0,13.0,.0,21.2,3.5,259.0,.0,20.0,.3,14.4,74.0,.5,1.0,2.0,6.0,.1,6.0,14.0,6.0,7.0,14.0,.0,13.0,N
2.0,49.0,8.0,33.0,58.0,90.0,25.0,.2,42.0,2.1,9.0,.4,117.0,12.0,.5,128.0,.0,104.3,54.3,307757.1,1.9,790.0,.0,17097.6,5664.2,.5,24.0,45.0,94.0,.1,326.0,464.0,108.0,36.0,233.0,41.6,161.0,N
4.0,9.0,.0,.0,.0,16.0,5.0,.3,8.0,2.0,1.0,.2,19.0,1.0,.0,20.0,1.0,13.8,21.0,6065.9,.1,63.0,.1,337.0,288.9,.2,4.0,8.0,16.0,.2,21.0,42.0,8.0,16.0,25.0,.0,20.0,N
.0,11.0,3.0,2.0,20.0,14.0,6.0,.2,4.0,3.5,2.0,.3,18.0,1.0,.0,27.0,.0,38.4,13.5,6946.8,.2,92.0,.1,385.9,516.5,.2,5.0,7.0,14.0,.1,39.0,53.0,29.0,20.0,49.0,44.9,29.0,N
8.0,19.0,4.0,6.0,7.0,32.0,10.0,.2,14.0,2.3,7.0,.7,54.0,9.0,.9,47.0,.0,105.0,18.9,37359.4,.7,318.0,.1,2075.5,1980.8,.9,9.0,16.0,46.0,.1,97.0,221.0,54.0,21.0,69.0,21.7,53.0,N
10.0,5.0,9.0,2.0,18.0,8.0,3.0,.2,4.0,2.0,2.0,.7,18.0,1.0,.0,16.0,1.0,45.8,7.7,2724.0,.1,70.0,.1,151.3,353.1,.3,2.0,4.0,17.0,.0,27.0,43.0,21.0,12.0,71.0,55.6,18.0,N
15.0,7.0,4.0,.0,21.0,12.0,4.0,.1,6.0,2.0,4.0,1.0,25.0,1.0,.0,41.0,7.0,61.4,23.7,34405.3,.5,247.0,.0,1911.4,1453.0,.3,3.0,6.0,23.0,.1,117.0,130.0,42.0,17.0,78.0,33.9,41.0,N
4.0,3.0,.0,3.0,.0,4.0,2.0,.1,2.0,2.0,1.0,.5,6.0,1.0,.0,14.0,2.0,16.3,9.3,1404.3,.1,37.0,.1,78.0,151.2,.5,1.0,2.0,6.0,.1,13.0,24.0,7.0,10.0,22.0,17.7,17.0,N
4.0,3.0,.0,3.0,.0,4.0,2.0,.1,2.0,2.0,1.0,.5,6.0,1.0,.0,14.0,2.0,16.3,9.3,1404.3,.1,37.0,.1,78.0,151.2,.5,1.0,2.0,6.0,.1,13.0,24.0,7.0,10.0,22.0,17.7,17.0,N
12.0,5.0,4.0,.0,39.0,8.0,3.0,.1,4.0,2.0,1.0,.3,18.0,1.0,.0,27.0,1.0,61.9,12.0,8965.0,.3,130.0,.1,498.1,744.6,.3,2.0,4.0,17.0,.0,61.0,69.0,38.0,15.0,79.0,59.1,27.0,N
3.0,3.0,2.0,6.0,6.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,8.0,1.0,.0,21.0,2.0,22.8,23.0,12075.0,.2,105.0,.0,670.8,525.0,.5,1.0,2.0,8.0,.0,46.0,59.0,16.0,16.0,55.0,36.4,27.0,N
.0,5.0,1.0,.0,5.0,6.0,3.0,.2,2.0,3.0,2.0,.7,7.0,3.0,1.0,16.0,4.0,24.3,7.6,1418.5,.1,40.0,.1,78.8,185.8,1.0,2.0,3.0,6.0,.1,12.0,28.0,11.0,14.0,22.0,23.8,16.0,N
10.0,17.0,3.0,12.0,20.0,32.0,9.0,.1,16.0,2.0,3.0,.3,46.0,1.0,.0,55.0,4.0,52.2,33.3,57931.9,.6,292.0,.0,3218.4,1738.6,.1,8.0,16.0,39.0,.1,113.0,179.0,39.0,23.0,138.0,36.8,67.0,N
6.0,9.0,3.0,10.0,22.0,16.0,5.0,.2,8.0,2.0,2.0,.4,24.0,1.0,.0,22.0,7.0,27.3,22.1,13319.2,.2,114.0,.1,740.0,602.5,.2,4.0,8.0,21.0,.1,42.0,72.0,19.0,20.0,61.0,59.3,32.0,N
2.0,23.0,10.0,14.0,78.0,42.0,12.0,.1,20.0,2.1,6.0,.5,52.0,4.0,.3,79.0,7.0,89.4,13.7,16858.8,.4,201.0,.1,936.6,1227.8,.3,11.0,21.0,42.0,.1,84.0,117.0,52.0,17.0,174.0,53.8,93.0,Y
6.0,47.0,2.0,1.0,58.0,80.0,25.0,.2,40.0,2.0,24.0,1.0,112.0,1.0,.0,138.0,1.0,171.9,27.2,127275.8,1.6,625.0,.0,7070.9,4677.4,.0,20.0,40.0,89.0,.1,250.0,375.0,147.0,32.0,204.0,30.0,139.0,N
.0,7.0,9.0,1.0,23.0,10.0,4.0,.2,4.0,2.5,4.0,1.0,20.0,1.0,.0,23.0,.0,34.3,11.6,4587.0,.1,75.0,.1,254.8,396.4,.3,3.0,5.0,18.0,.1,27.0,48.0,21.0,18.0,48.0,51.1,24.0,N
.0,19.0,5.0,4.0,15.0,16.0,13.0,.2,8.0,2.0,6.0,.5,42.0,1.0,.0,60.0,1.0,66.1,13.9,12780.0,.3,155.0,.1,710.0,919.3,.1,4.0,8.0,31.0,.2,57.0,98.0,41.0,20.0,80.0,24.1,64.0,N
1.0,9.0,4.0,1.0,.0,16.0,5.0,.2,8.0,2.0,3.0,.6,20.0,1.0,.0,32.0,.0,27.2,13.2,4764.7,.1,72.0,.1,264.7,360.0,.2,4.0,8.0,17.0,.1,30.0,42.0,17.0,15.0,35.0,3.0,33.0,N
1.0,5.0,5.0,.0,11.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,13.0,1.0,.0,28.0,2.0,47.2,11.7,6449.5,.2,103.0,.1,358.3,551.8,.3,2.0,4.0,12.0,.1,33.0,70.0,24.0,17.0,41.0,28.2,28.0,N
1.0,7.0,5.0,.0,12.0,12.0,4.0,.1,6.0,2.0,3.0,.8,20.0,3.0,.7,41.0,.0,56.5,13.2,9840.4,.3,129.0,.1,546.7,745.8,.8,3.0,6.0,18.0,.1,50.0,79.0,36.0,19.0,68.0,22.6,41.0,Y
1.0,3.0,4.0,.0,3.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,8.0,1.0,.0,19.0,2.0,33.2,9.4,2943.6,.1,62.0,.1,163.5,312.8,.5,1.0,2.0,8.0,.1,20.0,42.0,17.0,16.0,24.0,13.6,19.0,N
2.0,3.0,4.0,.0,3.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,8.0,1.0,.0,19.0,2.0,31.7,8.9,2515.0,.1,57.0,.1,139.7,282.4,.5,1.0,2.0,8.0,.1,19.0,38.0,16.0,15.0,25.0,13.6,19.0,N
2.0,7.0,7.0,3.0,35.0,10.0,4.0,.1,4.0,2.5,1.0,.3,19.0,3.0,.7,38.0,3.0,60.5,14.8,13163.4,.3,153.0,.1,731.3,892.4,.8,3.0,5.0,17.0,.1,59.0,94.0,38.0,19.0,79.0,50.0,41.0,N
14.0,3.0,14.0,.0,7.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,19.0,1.0,.0,41.0,1.0,93.8,15.7,23101.5,.5,241.0,.1,1283.4,1472.2,.5,1.0,2.0,19.0,.0,96.0,145.0,52.0,17.0,63.0,14.6,41.0,N
5.0,3.0,9.0,.0,6.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,13.0,1.0,.0,30.0,.0,58.1,14.7,12512.2,.3,151.0,.1,695.1,852.2,.5,1.0,2.0,13.0,.1,57.0,94.0,33.0,17.0,42.0,16.7,30.0,N
10.0,29.0,8.0,2.0,65.0,56.0,15.0,.1,28.0,2.0,6.0,.4,74.0,11.0,.7,149.0,6.0,118.8,46.9,261640.6,1.9,781.0,.0,14535.6,5576.0,.7,14.0,28.0,61.0,.1,333.0,448.0,110.0,31.0,227.0,31.0,151.0,N
.0,3.0,4.0,.0,6.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,8.0,1.0,.0,19.0,2.0,31.6,9.5,2850.0,.1,60.0,.1,158.3,300.0,.5,1.0,2.0,8.0,.1,19.0,41.0,16.0,16.0,26.0,24.0,19.0,N
12.0,37.0,12.0,23.0,65.0,60.0,20.0,.1,28.0,2.1,10.0,.5,104.0,9.0,.4,130.0,1.0,83.0,51.6,220979.9,1.4,607.0,.0,12276.7,4282.6,.5,16.0,30.0,86.0,.1,258.0,349.0,95.0,38.0,231.0,40.4,153.0,Y
6.0,15.0,6.0,6.0,7.0,20.0,9.0,.1,10.0,2.0,7.0,.8,38.0,1.0,.0,57.0,7.0,45.1,29.3,38588.3,.4,213.0,.0,2143.8,1318.4,.1,5.0,10.0,31.0,.1,75.0,138.0,41.0,32.0,77.0,18.6,63.0,Y
1.0,3.0,4.0,.0,6.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,8.0,1.0,.0,42.0,.0,94.8,13.9,18268.2,.4,210.0,.1,1014.9,1316.0,.5,1.0,2.0,8.0,.0,91.0,119.0,59.0,18.0,50.0,12.5,42.0,N
1.0,3.0,2.0,6.0,13.0,4.0,2.0,.1,2.0,2.0,1.0,.5,7.0,1.0,.0,14.0,1.0,28.7,11.5,3771.1,.1,67.0,.1,209.5,328.8,.5,1.0,2.0,7.0,.1,30.0,37.0,17.0,13.0,35.0,57.6,20.0,N
1.0,3.0,5.0,.0,12.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,9.0,1.0,.0,22.0,1.0,36.8,11.5,4842.1,.1,81.0,.1,269.0,422.0,.5,1.0,2.0,9.0,.1,27.0,54.0,20.0,17.0,36.0,35.3,22.0,N
.0,5.0,.0,.0,9.0,8.0,3.0,.1,4.0,2.0,1.0,.3,11.0,1.0,.0,27.0,2.0,55.0,8.3,3793.0,.2,87.0,.1,210.7,456.6,.3,2.0,4.0,10.0,.1,36.0,51.0,26.0,12.0,37.0,25.0,27.0,N
1.0,9.0,.0,1.0,4.0,16.0,5.0,.2,8.0,2.0,1.0,.2,18.0,1.0,.0,31.0,2.0,14.3,19.9,5674.4,.1,67.0,.1,315.3,284.6,.2,4.0,8.0,15.0,.1,29.0,38.0,8.0,11.0,38.0,13.9,32.0,N
5.0,19.0,5.0,7.0,39.0,34.0,10.0,.1,16.0,2.1,8.0,.8,61.0,8.0,.8,127.0,18.0,124.1,29.0,104460.7,1.2,526.0,.0,5803.4,3600.7,.8,9.0,17.0,53.0,.1,220.0,306.0,91.0,24.0,179.0,26.6,134.0,N
3.0,9.0,3.0,6.0,4.0,16.0,5.0,.1,8.0,2.0,5.0,1.0,33.0,1.0,.0,49.0,8.0,102.2,12.1,14944.8,.4,211.0,.1,830.3,1236.0,.2,4.0,8.0,30.0,.1,76.0,135.0,44.0,14.0,63.0,17.0,55.0,Y
13.0,7.0,4.0,1.0,5.0,12.0,4.0,.1,6.0,2.0,4.0,1.0,23.0,1.0,.0,45.0,.0,99.2,16.5,26973.6,.6,261.0,.1,1498.5,1635.6,.3,3.0,6.0,21.0,.1,94.0,167.0,57.0,20.0,65.0,11.8,46.0,N
67.0,29.0,10.0,27.0,41.0,56.0,15.0,.1,28.0,2.0,15.0,1.0,76.0,15.0,1.0,92.0,2.0,46.4,57.0,150671.0,.9,466.0,.0,8370.6,2643.4,1.0,14.0,28.0,63.0,.1,192.0,274.0,32.0,19.0,228.0,42.5,119.0,N
9.0,7.0,.0,7.0,11.0,12.0,4.0,.2,6.0,2.0,1.0,.3,14.0,4.0,1.0,18.0,4.0,24.0,15.4,5680.1,.1,76.0,.1,315.6,369.2,1.0,3.0,6.0,12.0,.1,25.0,51.0,13.0,16.0,46.0,50.0,25.0,N
15.0,11.0,4.0,9.0,22.0,20.0,6.0,.1,10.0,2.0,6.0,1.0,30.0,1.0,.0,36.0,3.0,46.8,21.5,21576.5,.3,182.0,.1,1198.7,1005.3,.2,5.0,10.0,26.0,.1,61.0,121.0,27.0,19.0,83.0,46.3,45.0,N
6.0,5.0,1.0,4.0,.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,14.0,1.0,.0,22.0,.0,24.3,14.1,4807.1,.1,69.0,.1,267.1,341.8,.3,2.0,4.0,13.0,.1,30.0,39.0,16.0,15.0,33.0,15.4,26.0,N
21.0,7.0,4.0,10.0,22.0,12.0,4.0,.1,6.0,2.0,2.0,.5,19.0,1.0,.0,30.0,2.0,45.4,25.3,29117.2,.4,193.0,.0,1617.6,1149.2,.3,3.0,6.0,17.0,.1,75.0,118.0,37.0,25.0,84.0,51.6,40.0,N
9.0,7.0,1.0,6.0,10.0,12.0,4.0,.2,6.0,2.0,2.0,.5,14.0,1.0,.0,16.0,.0,22.8,25.9,15315.8,.2,109.0,.0,850.9,591.5,.3,3.0,6.0,12.0,.1,41.0,68.0,19.0,24.0,42.0,50.0,22.0,N
10.0,7.0,1.0,7.0,10.0,12.0,4.0,.2,6.0,2.0,2.0,.5,14.0,1.0,.0,15.0,.0,22.8,25.9,15315.8,.2,109.0,.0,850.9,591.5,.3,3.0,6.0,12.0,.1,41.0,68.0,19.0,24.0,43.0,53.1,22.0,N
46.0,19.0,8.0,35.0,31.0,36.0,10.0,.1,18.0,2.0,8.0,.8,48.0,1.0,.0,40.0,.0,83.4,31.3,81653.7,.9,399.0,.0,4536.3,2609.1,.1,9.0,18.0,40.0,.1,153.0,246.0,66.0,27.0,153.0,62.3,75.0,N
33.0,11.0,5.0,18.0,28.0,20.0,6.0,.1,10.0,2.0,4.0,.7,29.0,1.0,.0,44.0,2.0,71.5,34.8,86774.3,.8,380.0,.0,4820.8,2490.7,.2,5.0,10.0,25.0,.1,135.0,245.0,62.0,32.0,124.0,51.1,62.0,N
10.0,9.0,1.0,5.0,.0,16.0,5.0,.1,8.0,2.0,5.0,1.0,32.0,1.0,.0,31.0,.0,44.4,16.6,12163.9,.2,141.0,.1,675.8,734.5,.2,4.0,8.0,29.0,.1,69.0,72.0,25.0,12.0,47.0,13.9,36.0,N
25.0,11.0,4.0,11.0,21.0,20.0,6.0,.2,10.0,2.0,3.0,.5,24.0,1.0,.0,22.0,2.0,25.2,20.0,10047.0,.2,94.0,.1,558.2,503.6,.2,5.0,10.0,20.0,.1,38.0,56.0,20.0,21.0,80.0,59.3,33.0,N
9.0,7.0,4.0,2.0,13.0,12.0,4.0,.2,6.0,2.0,4.0,1.0,16.0,1.0,.0,20.0,.0,46.1,14.4,9617.8,.2,122.0,.1,534.3,666.1,.3,3.0,6.0,14.0,.1,38.0,84.0,25.0,19.0,45.0,42.9,22.0,N
10.0,3.0,2.0,2.0,4.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,7.0,1.0,.0,25.0,1.0,48.8,16.6,13373.7,.3,148.0,.1,743.0,808.0,.5,1.0,2.0,7.0,.1,64.0,84.0,29.0,15.0,42.0,19.4,27.0,N
6.0,3.0,1.0,5.0,4.0,4.0,2.0,.1,2.0,2.0,1.0,.5,6.0,1.0,.0,10.0,4.0,21.1,9.8,2022.0,.1,45.0,.1,112.3,206.3,.5,1.0,2.0,6.0,.1,14.0,31.0,10.0,14.0,26.0,47.4,15.0,N
6.0,3.0,1.0,5.0,4.0,4.0,2.0,.1,2.0,2.0,1.0,.5,6.0,1.0,.0,10.0,4.0,21.1,9.8,2022.0,.1,45.0,.1,112.3,206.3,.5,1.0,2.0,6.0,.1,14.0,31.0,10.0,14.0,26.0,47.4,15.0,N
7.0,5.0,1.0,4.0,8.0,8.0,3.0,.2,4.0,2.0,2.0,.7,12.0,1.0,.0,14.0,1.0,30.9,8.6,2294.1,.1,56.0,.1,127.5,266.3,.3,2.0,4.0,11.0,.1,16.0,40.0,13.0,14.0,34.0,46.2,18.0,N
20.0,11.0,4.0,4.0,16.0,18.0,6.0,.2,8.0,2.3,5.0,.8,22.0,3.0,.4,27.0,4.0,53.8,14.9,11951.0,.3,140.0,.1,664.0,801.9,.5,5.0,9.0,18.0,.1,42.0,98.0,31.0,22.0,68.0,42.6,31.0,N
14.0,7.0,3.0,3.0,12.0,12.0,4.0,.2,6.0,2.0,4.0,1.0,16.0,1.0,.0,20.0,.0,47.4,11.1,5850.6,.2,97.0,.1,325.0,526.4,.3,3.0,6.0,14.0,.1,34.0,63.0,26.0,17.0,50.0,42.9,23.0,N
19.0,13.0,4.0,4.0,18.0,20.0,7.0,.2,8.0,2.5,5.0,.7,24.0,5.0,.7,28.0,4.0,55.6,14.6,11789.4,.3,142.0,.1,655.0,809.5,.7,6.0,10.0,19.0,.1,43.0,99.0,31.0,21.0,77.0,44.0,32.0,N
36.0,23.0,8.0,21.0,29.0,40.0,12.0,.2,18.0,2.2,8.0,.7,48.0,5.0,.4,45.0,4.0,68.8,26.3,47644.4,.6,288.0,.0,2646.9,1810.2,.4,11.0,20.0,38.0,.1,94.0,194.0,50.0,28.0,143.0,52.6,66.0,N
3.0,3.0,.0,2.0,2.0,4.0,2.0,.2,2.0,2.0,1.0,.5,5.0,1.0,.0,11.0,2.0,10.9,12.0,1569.6,.0,32.0,.1,87.2,130.8,.5,1.0,2.0,5.0,.1,10.0,22.0,5.0,12.0,19.0,26.7,13.0,N
3.0,3.0,.0,2.0,2.0,4.0,2.0,.2,2.0,2.0,1.0,.5,5.0,1.0,.0,11.0,2.0,17.3,12.0,2489.4,.1,48.0,.1,138.3,207.5,.5,1.0,2.0,5.0,.1,16.0,32.0,8.0,12.0,19.0,26.7,13.0,N
9.0,15.0,4.0,14.0,22.0,28.0,8.0,.2,14.0,2.0,6.0,.8,30.0,4.0,.4,27.0,6.0,35.3,13.7,6655.2,.2,93.0,.1,369.7,484.5,.5,7.0,14.0,24.0,.1,29.0,64.0,19.0,18.0,73.0,57.1,41.0,N
5.0,3.0,1.0,4.0,12.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,5.0,1.0,.0,10.0,3.0,15.6,6.7,693.3,.0,26.0,.2,38.5,104.0,.5,1.0,2.0,5.0,.1,8.0,18.0,6.0,10.0,32.0,61.5,14.0,N
1.0,3.0,.0,3.0,3.0,4.0,2.0,.2,2.0,2.0,1.0,.5,5.0,1.0,.0,9.0,3.0,13.4,8.3,910.5,.0,27.0,.1,50.6,110.4,.5,1.0,2.0,5.0,.1,9.0,18.0,6.0,11.0,17.0,40.0,12.0,N
1.0,3.0,.0,3.0,3.0,4.0,2.0,.2,2.0,2.0,1.0,.5,5.0,1.0,.0,9.0,3.0,20.3,9.2,1703.6,.1,43.0,.1,94.6,185.8,.5,1.0,2.0,5.0,.1,15.0,28.0,9.0,11.0,17.0,40.0,12.0,N
49.0,19.0,8.0,6.0,57.0,30.0,10.0,.1,12.0,2.5,7.0,.7,60.0,10.0,1.0,98.0,1.0,125.8,27.3,93428.2,1.1,486.0,.0,5190.5,3428.9,1.0,9.0,15.0,52.0,.1,172.0,314.0,101.0,32.0,211.0,39.1,104.0,N
77.0,49.0,9.0,20.0,56.0,94.0,25.0,.1,46.0,2.0,24.0,1.0,137.0,15.0,.6,172.0,4.0,243.1,23.0,128457.9,1.9,750.0,.0,7136.6,5588.4,.6,24.0,47.0,114.0,.1,252.0,498.0,148.0,27.0,343.0,30.7,192.0,N
